title,genres,actors,release_date,imdb_rating,summary,poster_path,wiki_link
Gair Kanooni,Action | Comedy | Drama,Sridevi | Govinda | Kimi Katkar | Rajinikanth | Satyendra Kapoor | Tej Sapru | Mukri | Pinchoo Kapoor | Aruna Irani | Rohini Hattangadi | Ashalata Wabgaonkar | Sagar Solanki | Viju Khote | Moolchand,24 March 1989 (India),5.5,Officer Kapil Khanna was a strict enforcer of the law. In order to gain evidence against the local mafia Don D'Costa he seek ed favour from his underworld friend Aazam Khan a man with a ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/6/66/Gair-kanooni.jpg/220px-Gair-kanooni.jpg,https://en.wikipedia.org/wiki/Gair_Kanooni
Goonj (1989 film),Action | Crime | Drama,Kumar Gaurav | Juhi Chawla | Tinnu Anand | Benny Jacob | Binju Ali | Agha | Sulabha Arya | Prajakta Rana | Carlton Starr | Victoria Fernandez | Anil Kudchadkar | Rajan | Bhagwant Deshpande | Joy Augustine,7 March 1989 (India),6.0,Political activity heats up in the coastal city of Goa  India  when it gets near election time. Two candidates  one  MLA Kalekar  representing the majority of the local-speaking population ...                    ,https://upload.wikimedia.org/wikipedia/en/d/d3/Goonjhindifilm.png,https://en.wikipedia.org/wiki/Goonj_(1989_film)
Hero Hiralal,Action | Comedy | Drama,Naseeruddin Shah | Sanjana Kapoor | Deepa Sahi | Kiran Kumar | Rohini Hattangadi | Saeed Jaffrey | Satish Shah | Mohan Gokhale | Johnny Lever | Dilip Dhawan | Deepak Qazir | Ahmad Khan | Rahul Chowdhary | Hosi Vasunia,21 October 1988 (India),6.3,Hyderabadi Hiralal  who is also referred to as 'Hero' due to his obsession with Bollywood movies  drives an auto-rickshaw and often gets into fisticuffs. Things change when he meets with ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/1/13/Hero_Hiralal.jpg/220px-Hero_Hiralal.jpg,https://en.wikipedia.org/wiki/Hero_Hiralal
Ghar Ka Chiraag,Drama,Rajesh Khanna | Neelam Kothari | Chunky Pandey | Om Shivpuri | Arun Bakshi | Shafi Inamdar,22 December 1989 (India),6.1,Kumar is a very wealthy businessman and lives a comfortable lifestyle with his lovely wife  Asha  in a palatial house. The only thing missing from their lives is a son. When Asha gets ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Ghar_Ka_Chiraag_1989.jpg/220px-Ghar_Ka_Chiraag_1989.jpg,https://en.wikipedia.org/wiki/Ghar_Ka_Chiraag
Guru (1989 film),Crime,Mithun Chakraborty | Sridevi | Shakti Kapoor | Roopesh Kumar | Amrit Pal | Yunus Parvez | Bob Christo | Arun Bakshi | Sameer Khakhar | Seema Deo | Javed Khan,1 January 1989 (India),6.6,A guru wants to join the Police force like his late father.,https://upload.wikimedia.org/wikipedia/en/thumb/a/a4/GuruMithun.jpg/220px-GuruMithun.jpg,https://en.wikipedia.org/wiki/Guru_(1989_film)
Joshilaay,Action | Drama | Western,Sunny Deol | Anil Kapoor | Sridevi | Meenakshi Sheshadri | Kulbhushan Kharbanda | Rajesh Vivek | Satyendra Kapoor | Alok Nath | Prema Narayan | Rajesh Puri | Rama Vij | Bharat Bhushan | Master Jatin Khurana | Harjeet Walia,10 January 1989 (India),5.7,Dara and Karan  the sons of two of the victims of dacoit Jogi Thakur  wait many years to exact their revenge. When the Thakur's colleague Raja Singh cheats him and runs away with his loot  ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Joshilaay_poster.jpg/220px-Joshilaay_poster.jpg,https://en.wikipedia.org/wiki/Joshilaay
Ilaaka,Action | Drama,Mithun Chakraborty | Sanjay Dutt | Madhuri Dixit | Amrish Puri | Amrita Singh | Dalip Tahil | A.K. Hangal | Goga Kapoor | Dharmendra | Rakhee Gulzar | Mac Mohan | Johnny Lever | Om Puri | Avtar Gill,19 April 1989 (India),4.7,Ilaaka - has a small little world of its own. A world of dreams and desires love and longings  hatred and hardships. This is Raja who stands at the cross roads of truth and traditions.. In ...                    ,https://upload.wikimedia.org/wikipedia/en/7/7e/Ilaaka_poster.jpg,https://en.wikipedia.org/wiki/Ilaaka
Kanoon Apna Apna,Action | Crime | Drama,Dilip Kumar | Nutan | Sanjay Dutt | Madhuri Dixit | Kader Khan | Anupam Kher | Gulshan Grover | Tej Sapru | Mayur Verma | Satyendra Kapoor | Raza Murad | Jayshree Gadkar | Pinky | Meethy,27 October 1989 (India),5.4,An Indian government official tries to remain loyal to his job and the state when his career is threatened by a criminal cartel who plan on ruining him as well as his son whom deals with the hoodlums in his own way of justice.,https://upload.wikimedia.org/wikipedia/en/thumb/f/f9/Kanoon-Apna-Apna-1989.jpg/220px-Kanoon-Apna-Apna-1989.jpg,https://en.wikipedia.org/wiki/Kanoon_Apna_Apna
Kala Bazaar,Action | Drama,Anil Kapoor | Jackie Shroff | Farha Naaz | Kimi Katkar | Kader Khan | Raza Murad | Kiran Kumar | Shafi Inamdar | Johnny Lever | Shreeram Lagoo | Anjana Mumtaz | Sudhir Joshi,6 October 1989 (India),5.5,In modern secular India corruption  nepotism  caste  and favoritism has taken root all the way from Kashmir to Kanyakumari  sparing no one in it's wake. Bombay Municipal Corporation's ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/d/d0/KalaBazaarfilm.jpg/220px-KalaBazaarfilm.jpg,https://en.wikipedia.org/wiki/Kala_Bazaar
Ladaai,Action | Crime | Drama,Rekha | Mithun Chakraborty | Dimple Kapadia | Aditya Pancholi | Anupam Kher | Mandakini | Satish Shah | Amrit Pal | Gulshan Grover | Archana Puran Singh | Rohini Hattangadi | Baby Guddu | Deep Dhillon | Raj Tilak,3 November 1989 (India),6.4,Dindayal lives a poor lifestyle in Bombay along with his wife  Shanti  and is employed with Dinanath. One day while at a reception  Dinanath's associate  Sunderdas  gets killed. Before ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c9/Ladaaifilm.jpg/220px-Ladaaifilm.jpg,https://en.wikipedia.org/wiki/Ladaai
Lashkar (film),Action | Crime | Drama,Dev Anand | Javed Jaffrey | Hemant Birje | Aditya Pancholi | Sumeet Saigal | Kiran Kumar | Sonam,1 September 1989 (India),6.0,Professor Anand lives a wealthy lifestyle in Bombay along with his wife  son  Raju  and a sister  Barkha  who will soon get married to Police Inspector Sumeet. Anand gets information that ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/5e/Lashkar_poster.jpg/220px-Lashkar_poster.jpg,https://en.wikipedia.org/wiki/Lashkar_(film)
Main Azaad Hoon,Drama,Amitabh Bachchan | Shabana Azmi,15 December 1989 (India),7.3,A newspaper reporter exploits an ordinary man for few rupees to pose as a man who is fighting against the corrupt politicians and prints imaginary stories in his name to improve the ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/3/3f/Main_Azaad_Hoon.jpg/220px-Main_Azaad_Hoon.jpg,https://en.wikipedia.org/wiki/Main_Azaad_Hoon
Nigahen: Nagina Part II,Drama | Family | Fantasy,Sunny Deol | Sridevi | Anupam Kher | Gulshan Grover | Aruna Irani | Anjana Mumtaz | Jagdeep | Dev Sharma | Deepak Ghatak | Shabana | Vidya Shenoy | Sheetal | Ratna | Yasmin,11 August 1989 (India),5.2,After the tragic deaths of his son  Ajit and daughter-in-law  Rajni  Raja Saheb decides to educate his grand-daughter  Neelam  in the city. Years later  Neelam has grown up and returns ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/d/da/Nigahen2.jpg/220px-Nigahen2.jpg,https://en.wikipedia.org/wiki/Nigahen:_Nagina_Part_II
Prem Pratigyaa,Drama | Romance,Mithun Chakraborty | Madhuri Dixit | Vinod Mehra | Ranjeet | Nilu Phule | Satish Kaushik | Gulnar Irani | Deven Verma | Kamaldeep | Darshan | Manmauji | Akbar Bakshi | Bihari | Jamuna,2 May 1989 (India),5.9,Raja Bhaiya and Charan come to the big city to make a living  but cannot find jobs. While eating some food  they are taunted and physically assaulted by Kallu Dada  a physical altercation ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/7/7a/Prem_Pratigyaa_%281989%29.jpg/220px-Prem_Pratigyaa_%281989%29.jpg,https://en.wikipedia.org/wiki/Prem_Pratigyaa
Sachché Ká Bol-Bálá,Action | Adventure,Dev Anand | Jackie Shroff | Meenakshi Sheshadri | Swapna | Prem Chopra | Gulshan Grover | Dalip Tahil | Sadashiv Amrapurkar | Satish Shah | Marc Zuber | Asha Sharma | Dan Dhanoa | Jagdeep | Dinesh Hingoo,19 January 1989 (India),5.7,"Karan Kaul is the Editor of a daily newspaper called ""The Truth"". He is respected by his fans and critics alike. He loves Greta Sanders  a Swiss national of Indian origin. Then Karan ...                    ",https://upload.wikimedia.org/wikipedia/en/thumb/1/1f/Sachch%C3%A9_K%C3%A1_Bol-B%C3%A1l%C3%A1.jpg/220px-Sachch%C3%A9_K%C3%A1_Bol-B%C3%A1l%C3%A1.jpg,https://en.wikipedia.org/wiki/Sachch%C3%A9_K%C3%A1_Bol-B%C3%A1l%C3%A1
Shehzaade,Action,Dharmendra | Shatrughan Sinha,20 October 1989 (India),5.0,After witnessing the assassination of his parents by Thakur Hakim Singh  Laakhan Singh and Roshan Singh; Captain Zorawar Singh from the Indian army takes aid in Gauri's house and consume an...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/e/ec/Shehzaadefilm.png/220px-Shehzaadefilm.png,https://en.wikipedia.org/wiki/Shehzaade
Toofan (1989 film),Action | Crime,Amitabh Bachchan | Meenakshi Sheshadri | Amrita Singh | Farooq Shaikh | Kamal Kapoor | Goga Kapoor | Zarina Wahab | Sushma Seth | Raza Murad | Mahesh Anand | Jack Gaud | Pran | Master Makrand | Master Amit Shukla,11 August 1989 (India),4.8,Honest police officer Hanuman Prasad Singh lives like friend and family with a magician by the name of Ramesh Kumar. Hanuman's wife passes away after giving birth to male twin babies; upon ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Toofan_%281989%29.jpg/230px-Toofan_%281989%29.jpg,https://en.wikipedia.org/wiki/Toofan_(1989_film)
Parinda,Action | Crime | Drama,Jackie Shroff | Anil Kapoor | Nana Patekar | Madhuri Dixit | Anupam Kher | Suresh Oberoi | Tom Alter | Anang Desai | Kamal Chopra | Sameer | Hitesh | Mohan | Shweta | Jatin,3 November 1989 (India),7.9,Two brothers are caught on the different sides of a gang war.,https://upload.wikimedia.org/wikipedia/en/thumb/3/32/Parinda_%281989_movie_poster%29.jpg/220px-Parinda_%281989_movie_poster%29.jpg,https://en.wikipedia.org/wiki/Parinda
Raakh,Action | Crime | Drama,Aamir Khan | Supriya Pathak | Pankaj Kapur | Jagdeep | Naina Balsaver,21 April 1989 (India),7.6,A poor  young man teams up with a burnt out cop to avenge the humiliation of his former girlfriend by a gang of goons.,https://upload.wikimedia.org/wikipedia/en/2/29/Raakh%2C_1989_Hindi_film.jpg,https://en.wikipedia.org/wiki/Raakh
Vardi (film),Action | Crime | Drama,Sunny Deol | Jackie Shroff | Kimi Katkar | Madhuri Dixit | Vinod Mehra | Raza Murad | Anjana Mumtaz | Shafi Inamdar | Paresh Rawal | Kader Khan | Satish Kaushik | Dharmendra,6 January 1989 (India),4.6,Inspector Verma and Havaldar Bhagwan Singh arrests Lalchand; with Bhagwan Singh loses his life in the process leaving an only son Ajay to be brought up by Verma and his wife. Years later ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/56/Vardi_film_poster.jpg/220px-Vardi_film_poster.jpg,https://en.wikipedia.org/wiki/Vardi_(film)
Agnee (1988 film),Action | Drama | Romance,Mithun Chakraborty | Chunky Pandey | Amrita Singh | Mandakini | Anupam Kher | Alok Nath | Kiran Kumar | Tanuja | Asrani | Shafi Inamdar | Anjana Mumtaz | Satyendra Kapoor | Rajesh Puri | Sudhir Dalvi,18 November 1988 (India),5.2,Lecherous Shekawat is displeased with his parents as they will all their properties and estate in the name of his sister  Sonali and her husband  Pramod. Shortly after Pramod is accused of ...                    ,https://upload.wikimedia.org/wikipedia/en/7/77/Agnee88film.jpg,https://en.wikipedia.org/wiki/Agnee_(1988_film)
Bees Saal Baad (1988 film),Horror | Mystery,Mithun Chakraborty | Dimple Kapadia | Meenakshi Sheshadri | Om Prakash | Shiva Rindani | Anupam Kher | Shakti Kapoor | Amjad Khan | Jagdeep | Aruna Irani | Vinod Mehra,3 February 1989 (India),5.1,Kiran is the only child of wealthy widower  Thakur. While she resides in Britain  her dad lives in a palatial house in rural India. When the time comes for her to return home  her dad ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/cd/BeesSaal89.jpg/220px-BeesSaal89.jpg,https://en.wikipedia.org/wiki/Bees_Saal_Baad_(1988_film)
Biwi Ho To Aisi,Comedy | Drama,Rekha | Farooq Shaikh | Bindu | Asrani | Kader Khan | Satyendra Kapoor | Kamna | Salman Khan | Ruchi | Rajkumar | Sandeep Solanki | Raja Duggal | Master Bhagwan | Lalita Kumari,26 August 1988 (India),5.9,With a bull-whip and the lash of her tongue  Mrs Bhandari rules her household through intimidation and fear. She treats her husband and eldest son  Suraj  as imbeciles and her adopted ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/7/77/Biwi_Ho_To_Aisi.jpg/220px-Biwi_Ho_To_Aisi.jpg,https://en.wikipedia.org/wiki/Biwi_Ho_To_Aisi
Daisy (1988 film),Drama,Harish | Sonia | Laxmi | Kamal Haasan,19 February 1988 (India),7.2,An expressive depiction of love and separation set in a Boarding school.,https://upload.wikimedia.org/wikipedia/en/thumb/5/52/Daisy_1988_film_poster.jpg/220px-Daisy_1988_film_poster.jpg,https://en.wikipedia.org/wiki/Daisy_(1988_film)
Commando (1988 film),Action | Drama | Romance,Mithun Chakraborty | Mandakini | Hemant Birje | Kim | Danny Denzongpa | Shakti Kapoor | Amrish Puri | Asrani | Satish Shah | Om Shivpuri | Dalip Tahil | Mac Mohan | Sarla Yeolekar | Praveen Kumar,3 June 1988 (India),4.3,Chander joins the army as a Commando but has to deal with the corrupt officials who deal with international criminals.,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/CommandoMithun.jpg/220px-CommandoMithun.jpg,https://en.wikipedia.org/wiki/Commando_(1988_film)
Dariya Dil,Drama | Family,Govinda | Kimi Katkar | Roshni | Raj Kiran | Shoma Anand | Asrani | Gulshan Grover | Seema Deo | Shashi Puri | Shakti Kapoor | Kader Khan | Renu Joshi | Ashok Saxena | Farita Boyce,8 January 1988 (India),4.9,Chided by his family for being the absolute miser  wealthy industrialist Dhaniram (Kader Khan) loves his money as a mother loves a child. This does not auger well with his two sons  Ajay ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/51/Dariya_Dil.jpg/220px-Dariya_Dil.jpg,https://en.wikipedia.org/wiki/Dariya_Dil
Dayavan,Action | Crime | Drama,Vinod Khanna | Feroz Khan | Amala Akkineni | Amrish Puri | Anupam Kher | Aruna Irani | Madhuri Dixit | Imtiaz Khan | Alok Nath | Aditya Pancholi | Sudhir Pandey | Mahavir Shah | Anjan Srivastav | Jainendra,21 October 1988 (India),6.6,The story of Dayavan  a benevolent gangster who dedicates his life to helping those less fortunate than himself.,https://upload.wikimedia.org/wikipedia/en/thumb/a/ad/Dayavan.jpg/220px-Dayavan.jpg,https://en.wikipedia.org/wiki/Dayavan
Gangaa Jamunaa Saraswati,Action | Drama | Romance,Amitabh Bachchan | Mithun Chakraborty | Jaya Prada | Meenakshi Sheshadri | Nirupa Roy,23 December 1988 (India),4.7,"Gangaa Jamunaa and Saraswathi the most pious rivers  create a unique holy merger  popularly known as ""Sangam"". Likewise the characters of our story Gangaa Jamunaa and Saraswathi desire to ...                    ",https://upload.wikimedia.org/wikipedia/en/thumb/4/4a/GangaJamunafilm.jpg/220px-GangaJamunafilm.jpg,https://en.wikipedia.org/wiki/Gangaa_Jamunaa_Saraswathi
Hatya,Action | Crime | Drama,Govinda | Neelam Kothari | Raj Kiran | Anupam Kher | Bob Anthony | Sujitha | Om Shivpuri | Satyendra Kapoor | Satish Kaul | Rakesh Bedi | Johnny Lever | Gauri Shanker | Vikas Anand | Yasmin Khan,3 June 1988 (India),7.0,After the passing away of his wife  Sheila  and child  Raja  Sagar takes to drinking as well as singing and dancing at weddings and special occasions. Intoxicated heavily after one such ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/9/9e/Hatyafilmnew.jpg/220px-Hatyafilmnew.jpg,https://en.wikipedia.org/wiki/Hatya
Kanwarlal,Drama,Salma Agha | Arjun | Raj Babbar | Birbal | Rajan Haksar | Jankidas | Jeetendra | Pinchoo Kapoor | Amjad Khan | Viju Khote | Manmohan Krishna | Sujata Mehta | Tej Sapru,29 July 1988 (India),4.9,Suraj Prakash is a politician in India representing the Lok Kalyan Party. He would like to address burning issues such as poverty if and when he is voted in power. He exposes a corrupt ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/4/4b/Kanwarlal.jpg/220px-Kanwarlal.jpg,https://en.wikipedia.org/wiki/Kanwarlal
Kabzaa,Action | Crime | Drama,Raj Babbar | Sanjay Dutt | Amrita Singh | Alok Nath | Paresh Rawal | Nilu Phule | Mahesh Anand | Mushtaq Khan | Kamal Chopra | Anupam Kher | Dimple Kapadia | Akash Khurana | Tiku Talsania | Disco Shanti,20 May 1988 (India),6.2,Ranjit Varma and his younger brother  Ravi works for a notorious criminal  Veljibhai Soda. While Ranjit is Veljibhai defense advocate; Ravi does all his unlawful activities. On one ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/c2/Kabzaafilm.jpg/220px-Kabzaafilm.jpg,https://en.wikipedia.org/wiki/Kabzaa
Khoon Bhari Maang,Action | Drama | Thriller,Rekha | Kabir Bedi | Sonu Walia | Kader Khan | A.K. Hangal | Paidi Jairaj | Sulochana Latkar | Sulabha Deshpande | Vikas Anand | Mangal Dhillon | Satyajeet | Tom Alter | Farita Boyce | Master Gaurav,12 August 1988 (India),6.6,A man marries a rich widow for her money and tries to murder her but she survives  gets a new face due to plastic surgery and returns for revenge.,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/KhoonBhariMaang.jpg/220px-KhoonBhariMaang.jpg,https://en.wikipedia.org/wiki/Khoon_Bhari_Maang
Khatron Ke Khiladi (1988 film),Action | Drama,Dharmendra | Sanjay Dutt | Chunky Pandey | Madhuri Dixit | Neelam Kothari | Anjana Mumtaz | Sushma Ahuja | Anita | Shakti Kapoor | Shafi Inamdar | Sadashiv Amrapurkar | Paresh Rawal | Om Shivpuri | Satyendra Kapoor,13 May 1988 (India),4.7,Honest truck driver Balwant watch helplessly as the owners of the trucking company he works for mauled his brother  Jaswant to death. When he lodges a complaint with the police the ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f6/Khatron_Ke_Khiladi_%28film%29.jpg/220px-Khatron_Ke_Khiladi_%28film%29.jpg,https://en.wikipedia.org/wiki/Khatron_Ke_Khiladi_(1988_film)
Maalamaal,Comedy,Naseeruddin Shah | Poonam Dhillon | Mandakini | Aditya Pancholi | Satish Shah | Dalip Tahil | Amjad Khan | Vishal Dutt | Sania | Pradeep Chaudhry | Leena Das | Sunil Gavaskar | Harindranath Chattopadhyay | Praveen Kumar,1 November 1988 (India),6.9,A slum dweller discovers that his grandfather has left a property of 330 billion rupees for him  but he can own it only if he is able to spend 30 billions in 30 days.,https://upload.wikimedia.org/wikipedia/en/thumb/e/e8/Maalamaal_The_Movie.jpg/220px-Maalamaal_The_Movie.jpg,https://en.wikipedia.org/wiki/Maalamaal
Mahaveera (film),Action,Krishna A.R. | Salma Agha | Raj Babbar | Beena Banerjee | Prem Chopra | Dharmendra | Utpal Dutt | Dimple Kapadia | Raaj Kumar | Vinod Mehra | Mac Mohan | Raza Murad | Anita Raj | Dara Singh,15 July 1988 (India),5.3,Dharam Kissan is a poor farmer  who lives in rural India with his family consisting of his pregnant wife  a son  Deepak alias Deepu. The lecherous and cunning Thakur Amrit Singh would like ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f2/Mahaveerafilmi.jpg/220px-Mahaveerafilmi.jpg,https://en.wikipedia.org/wiki/Mahaveera_(film)
Mulzim,Drama,Jeetendra | Hema Malini | Shatrughan Sinha,1 January 1988 (India),5.1,Vijay Kumar is an young man living in a small town in rural India  who makes his living farming. He hopes to change his lifestyle and that of the townspeople by building a hospital with the...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/5/58/Mulzimfilm1997.jpg/220px-Mulzimfilm1997.jpg,https://en.wikipedia.org/wiki/Mulzim
Om-Dar-B-Dar,Drama,Gopi Desai | Manish Gupta | Anita Kanwar | Aditya Lakhia | Lakshminarayan Shastri,17 January 2014 (India),7.3,A carefully constructed nonsense about a teenage boy named Om in a small Indian village.,https://upload.wikimedia.org/wikipedia/en/thumb/b/b5/Avant_Garde_Omdarbadar_Kamal_Swaroop_Poster.jpg/220px-Avant_Garde_Omdarbadar_Kamal_Swaroop_Poster.jpg,https://en.wikipedia.org/wiki/Om-Dar-B-Dar
Paap Ki Duniya,Action,Sunny Deol | Neelam Kothari | Pran | Danny Denzongpa | Chunky Pandey | Mac Mohan | Shakti Kapoor | Rubina | Manmauji,18 March 1988 (India),5.7,When a jailer hears that his sister is in love with a guy he is quite delighted to meet this guy only to find out that this guy is none other than a criminal called Pasha. Worst off the ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/f/f1/PaapKiDuniya.jpg/220px-PaapKiDuniya.jpg,https://en.wikipedia.org/wiki/Paap_Ki_Duniya
Paap Ko Jalaa Kar Raakh Kar Doonga,Crime,Dharmendra | Govinda | Anita Raj | Farha Naaz | Kulbhushan Kharbanda | Tanuja | Gita Siddharth | Iftekhar | K.K. Reddy | Tej Sapru | Viju Khote | Shakti Kapoor | Sadashiv Amrapurkar | Anupam Kher,24 September 1988 (India),5.7,The Saxena's family consists of Chief Engineer Vinay Saxena  his wife  a daughter  Pooja and his younger brother  Shankar. Shankar is a CBI officer a fact that is known to his family ...                    ,https://upload.wikimedia.org/wikipedia/en/e/e6/Paap_Ko_Jalaa_Kar_Raakh_Kar_Doonga.jpg,https://en.wikipedia.org/wiki/Paap_Ko_Jalaa_Kar_Raakh_Kar_Doonga
Pestonjee,Comedy | Drama,Shabana Azmi | Cyprus Dastoor | Dady Dustoor | Anupam Kher | Kiron Kher | Farroukh Mehta | Chandu Parkhi | Dady Sarkari,22 February 2019 (India),7.0,Phirojshah (Naseeruddin Shah) and Pestonjee (Anupam Kher) are two close friends. They attempt to do everything together  and they hope that they will marry the same day as well. ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/c/cc/Pestonjee_poster.jpg/220px-Pestonjee_poster.jpg,https://en.wikipedia.org/wiki/Pestonjee
Pushpaka Vimana (1987 film),Comedy | Romance,Kamal Haasan | Amala Akkineni | Tinnu Anand | Narayana P.L.,27 November 1987 (India),8.6,A silent movie about an unemployed young man.,https://upload.wikimedia.org/wikipedia/en/thumb/3/38/Pushpaka_Vimana_1987_Film_Poster.jpg/220px-Pushpaka_Vimana_1987_Film_Poster.jpg,https://en.wikipedia.org/wiki/Pushpak
Rihaee (film),Drama,Vinod Khanna | Hema Malini | Naseeruddin Shah | Neena Gupta | Reema Lagoo | Ila Arun | Mohan Agashe | Harish Patel | Achyut Potdar | Amrita Satbhai | Mangal Rao | Meera Lakhia | Snehal Lakhia | Charu Patel,31 August 1988 (India),7.0,The men in this town are away to work  leaving the women to fend for themselves and their respective children  until they return. While the men patronize various courtesans and prostitutes ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/d/df/Rihaee1988film.jpg/220px-Rihaee1988film.jpg,https://en.wikipedia.org/wiki/Rihaee_(1988_Film)
Pyaar Ka Mandir,Drama | Family,Mithun Chakraborty | Madhavi | Bharat Bhushan | Nirupa Roy | Sachin | Raj Kiran | Shoma Anand | Aruna Irani | Kader Khan | Asrani | Rajendra Nath | Shakti Kapoor | Raza Murad | Bharat Kapoor,24 March 1988 (India),6.5,After the passing away of husband  Laxmi Kumar  a school teacher  lives a poor lifestyle along with her three sons  Sanjay  Vijay and Ajay  and daughter  Meena in their family home they ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/7/74/PyarKaMandir.jpg/220px-PyarKaMandir.jpg,https://en.wikipedia.org/wiki/Pyar_Ka_Mandir
Qayamat Se Qayamat Tak,Drama | Musical | Romance,Aamir Khan | Juhi Chawla | Goga Kapoor | Dalip Tahil | Ravindra Kapoor | Asha Sharma | Alok Nath | Raj Zutshi | Shehnaz Kudia | Charushila | Beena Banerjee | Reema Lagoo | Nandita Thakur | Ahmed Khan,29 April 1988 (India),7.5,Despite knowing that their respective families are bitter enemies  Raj and Rashmi fall in love with each other and decide to elope.,https://upload.wikimedia.org/wikipedia/en/thumb/1/14/Qayamat_Se_Qayamat_Tak.jpg/220px-Qayamat_Se_Qayamat_Tak.jpg,https://en.wikipedia.org/wiki/Qayamat_Se_Qayamat_Tak
Sagar Sangam,Drama,Mithun Chakraborty | Shatrughan Sinha | Padmini Kolhapure | Anita Raj | Rakhee Gulzar | Prem Chopra | Asha Parekh | Nana Patekar | Johnny Walker | Paintal | Satyendra Kapoor | Jagdish Raj | Mac Mohan | Vijay Arora,2 February 1988 (India),6.6,Add a Plot »,https://upload.wikimedia.org/wikipedia/en/thumb/b/b7/Sagar_SangamMithun.jpg/220px-Sagar_SangamMithun.jpg,https://en.wikipedia.org/wiki/Sagar_Sangam
Soorma Bhopali,Comedy,Jagdeep,1 July 1988 (India),6.0,Soorma Bhopali is the owner of a Timber mart from whom people expect to purchase the wood of the entire jungle in a two rupees giving the jungle being impossible he wants to distrbute all ...                    ,https://upload.wikimedia.org/wikipedia/en/d/d1/Soorma_Bhopali.jpg,https://en.wikipedia.org/wiki/Soorma_Bhopali
Salaam Bombay!,Crime | Drama,Shafiq Syed | Hansa Vithal | Chanda Sharma | Raghuvir Yadav | Anita Kanwar | Nana Patekar | Anjaan | Amrit Patel | Murari Sharma | Ram Murthy | Sarfuddin Qureshi | Raju Barnad | Irshad Hashmi | Mohanraj Babu,7 October 1988 (USA),8.0,The boy Krishna is abandoned by his mother at the Apollo Circus and she tells him that he can only return home when he can afford 500 rupees to pay for the bicycle of his brother that he ...                    ,https://upload.wikimedia.org/wikipedia/en/thumb/3/33/Salaam_Bombay%21_poster.jpg/220px-Salaam_Bombay%21_poster.jpg,https://en.wikipedia.org/wiki/Salaam_Bombay!
Vijay (1988 film),Action | Drama | Romance,Anil Kapoor | Rajesh Khanna | Rishi Kapoor | Hema Malini | Meenakshi Sheshadri | Anupam Kher | Sonam | Raj Babbar | Moushumi Chatterjee | Gulshan Grover | Saeed Jaffrey | Shakti Kapoor | Manmohan Krishna | Arjun Sablok,11 August 1988 (India),5.5,Vijay is a story about people that are bound by relationships of love and friendship and how they become foes and take up weapons against each other.,https://upload.wikimedia.org/wikipedia/en/thumb/9/98/Vijay_film.jpg/220px-Vijay_film.jpg,https://en.wikipedia.org/wiki/Vijay_(1988_film)
Tezaab,Action | Drama | Romance,Anil Kapoor | Madhuri Dixit | Anupam Kher | Chunky Pandey | Kiran Kumar | Suresh Oberoi | Mahavir Shah | Annu Kapoor | Suparna Anand | Mandakini,11 November 1988 (India),7.0,A college student  who wants to join the army and serve his country  becomes a criminal due to unforeseen circumstances.,https://upload.wikimedia.org/wikipedia/en/5/59/Tezaabfilm.jpg,https://en.wikipedia.org/wiki/Tezaab
The Deceivers (film),Adventure | Drama | Thriller,Pierce Brosnan | Shashi Kapoor | Saeed Jaffrey | Helena Michell | Keith Michell | David Robb | Tariq Yunus | Jalal Agha | Gary Cady | Salim Ghouse | Neena Gupta | Nayeem Hafizka | Bijaya Jena | H.N. Kalla,2 September 1988 (USA),6.1,Fact-based account of a secret society of murderers  and of the man who exposed them in British India 1825.,https://upload.wikimedia.org/wikipedia/en/b/bd/Deceivers.jpg,https://en.wikipedia.org/wiki/The_Deceivers_(film)
