title,genres,actors,imdb_rating,year_of_release
Insaaf Apne Lahoo Se,action|drama,shatrughan sinha|sanjay dutt|shekhar suman|farha naaz|sonam|gulshan grover|kulbhushan kharbanda|kader khan|gita siddharth|beena banerjee|ashalata wabgaonkar|sameer khakhar|shashi kiran|babbanlal yadav|,5.1,1994
Jai Kishen,action|drama,akshay kumar|ayesha jhulka|chandni|reema lagoo|arun bakshi|mahavir shah|avtar gill|vikas anand|viju khote|deepak shirke|harish patel|,5.3,1994
Janam Se Pehle,crime|thriller,raj babbar|farha naaz|sumeet saigal|swapna|shafi inamdar|sadashiv amrapurkar|viju khote|deepak qazir|brahmachari|shrivastava|harish magon|mahavir shah|gajendra chouhan|narinder anand|,4.2,1994
Gopi Kishan,action|comedy|drama,sunil shetty|karisma kapoor|shilpa shirodkar|suresh oberoi|abhimanyyu abhimanyu|aruna irani|mohan joshi|shammi|mushtaq khan|satyendra kapoor|shiva rindani|,5.5,1994
Gangster (1994 film),action|drama|thriller,mamta kulkarni|manu gargi|anita ayoob|mink singh|rubaina khan|ajit|arjun sarja|navneet nishan|alok nath|amita nangia|joginder shelly|rakesh bedi|sunil kapoor|deepshika nagpal|,5.2,1994
Ikke Pe Ikka,action|comedy,akshay kumar|shanti priya|prithvi|chandni|pankaj dheer|manjeet kular|moushumi chatterjee|anupam kher|shafi inamdar|beena banerjee|harish patel|paintal|bhushan jeevan|shiva rindani|,3.7,1994
Kabhi Haan Kabhi Naa,comedy|drama|music,shah rukh khan|suchitra krishnamoorthi|deepak tijori|rita bhaduri|satish shah|anjan srivastav|goga kapoor|tiku talsania|ravi baswani|naseeruddin shah|juhi chawla|kurush deboo|aditya lakhia|shashi sahay|,7.8,1994
Insaniyat (1994 film),action|crime|drama,tom alter|sadashiv amrapurkar|amitabh bachchan|rakesh bedi|prem chopra|sunny deol|gorilla|shafi inamdar|aruna irani|pallavi joshi|goga kapoor|satyendra kapoor|mukesh khanna|anupam kher|,3.1,1994
Khuddar,action|drama|musical,govinda|karisma kapoor|shakti kapoor|kader khan|shreeram lagoo|anjana mumtaz|raju shrestha|mahesh anand|jack gaud|,5.2,1994
Ishq Mein Jeena Ishq Mein Marna,romance,divya dutta|brij gopal|shafi inamdar|bharat kapoor|kuldeep mallik|ravi saagar|aashif sheikh|raju srivastava|,6.7,1994
Juaari,action|drama,dharmendra|arman kohli|shilpa shirodkar|deepak saraf|raza murad|mehmood|paresh rawal|kiran kumar|johnny lever|,3.8,1994
Jazbaat (1994 film),romance,suchitra krishnamoorthi|rohit roy|reema lagoo|mohnish bahl|kiran kumar|raj kiran|deepak shirke|neena gupta|karan roy|,1.8,1994
Janta Ki Adalat,musical,sadashiv amrapurkar|asrani|laxmikant berde|mithun chakraborty|gautami|madhoo|,5.5,1994
Madam X (1994 film),action|crime|drama,rekha|mohsin khan|shakti kapoor|raza murad|kiran juneja|parikshat sahni|jagdeep|,3.9,1994
Khudai,drama,rajesh khanna|madhavi|deepika chikhalia|gulshan grover|arun bakshi|asha sharma|anil nagrath|,6.1,1994
Karan (film),action,virender razdan|,3.9,1994
Mammo,drama,farida jalal|surekha sikri|amit phalke|himani shivpuri|shri vallabh vyas|ameya balsekar|soumya dhan|kishore kadam|sandeep kulkarni|siraj ahmed|ganesh yadav|snehal vilankar|sanjay batra|rupal patel|,7.7,1994
Madhosh (1994 film),romance,deven bhojani|dilip dhawan|dinesh hingoo|anjali jathar|anant jog|ahmed khan|faisal khan|mushtaq khan|kiran kumar|bhushan patel|supriya pathak|parikshat sahni|,7.1,1994
Naaraaz,action|crime|drama,pooja bhatt|mithun chakraborty|atul agnihotri|sonali bendre|,6.1,1994
Kranti Kshetra,action|comedy|drama,mithun chakraborty|pooja bhatt|harish|kanchan|adnan|siddhant|gulshan grover|laxmikant berde|shiva rindani|puneet issar|rakesh bedi|avtar gill|shekhar navre|shakti kapoor|,5.7,1994
Pehla Pehla Pyar,comedy|drama|romance,rishi kapoor|tabu|anupam kher|gulshan grover|radha seth|kader khan|amrish puri|tiku talsania|asha sharma|mahima|arun mathur|roma manik|g.p. singh|birbal|,5.0,1994
Maha Shaktishaali,action|crime|drama,pankaj berry|dharmendra|gulshan grover|ayesha jhulka|anupam kher|sujata mehta|alok nath|amrish puri|tej sapru|avinash wadhavan|,5.7,1994
Prem Shakti,action|drama|fantasy,govinda|karisma kapoor|shakti kapoor|raza murad|puneet issar|kader khan|,3.9,1994
Saajan Ka Ghar,drama,rishi kapoor|juhi chawla|deepak tijori|farheen|anupam kher|kader khan|bindu|shubha khote|alok nath|anjana mumtaz|beena banerjee|johnny lever|dinesh hingoo|mohnish bahl|,4.8,1994
Mr. Azaad,action|comedy|drama,anil kapoor|niki walia|ishrat ali|shakti kapoor|,4.2,1994
Paramaatma,action|drama|fantasy,mithun chakraborty|juhi chawla|amrish puri|shammi|reema lagoo|harish patel|anjana mumtaz|sushmita mukherjee|raja bundela|kuldip malik|anil rajput|rajesh puri|dinesh kaushik|savarkar|,6.8,1994
Prem Yog,drama|family,rishi kapoor|madhoo|shammi kapoor|shakti kapoor|prem chopra|,6.1,1994
Stuntman (film),action|drama|romance,avtar singh ahluwalia|tinnu anand|ami asthana|bose babu|zeba bakhtiar|girish batra|rita bhaduri|brownie|sameer chitre|sanjeev chitre|jack gaud|ramesh guchia|shakti kapoor|mehmood khan|,5.1,1994
Pyar Ka Rog,comedy|drama|romance,ravi behl|sheeba|,3.0,1994
Udhaar Ki Zindagi,drama,jeetendra|moushumi chatterjee|kajol|rohit bhatia|sujata mehta|tinnu anand|ravi kishan|shiva rindani|raghuvir yadav|anu dhawan|shantanu chhaparia|unni mary|rabia|master khurshid|,6.0,1994
Teesra Kaun,comedy|thriller,mithun chakraborty|chunky pandey|somy ali|javed jaffrey|sadashiv amrapurkar|satish shah|rakesh bedi|tinnu anand|amol palekar|rituparna sengupta|sheeba|gautami|anil dhawan|beena banerjee|,5.3,1994
The Gentleman (film),action|drama,chiranjeevi|juhi chawla|paresh rawal|laxmikant berde|heera rajgopal|deepak tijori|,5.4,1994
Woh Chokri,drama,pallavi joshi|neena gupta|paresh rawal|om puri|yogita chheda|swapneil diwaan|tushaar mohle|javed rizvi jarehavi|sonali malgundkar|pushon kriplani|pyare mohan sahay|rajshekhar|jayant sawarkar|ramesh divedi|,8.1,1994
Sangdil Sanam,drama|romance,anand balraj|beena banerjee|kishore anand bhanushali|sharokh bharucha|salim khan ding-dong|avtar gill|salman khan|shubha khote|manisha koirala|kiran kumar|reema lagoo|raza murad|alok nath|shashi puri|,3.6,1994
Yaar Gaddar,action|drama,saif ali khan|sweta|,4.4,1994
Zaalim,action|drama,akshay kumar|madhoo|vishnuvardhan|ranjeet|mohan joshi|alok nath|arjun sarja|arun bakshi|sabeeha|navneet nishan|ananya khare|rakesh bedi|tiku talsania|vikram bali|,5.1,1994
Zamane Se Kya Darna,action|drama|romance,sanjay dutt|raveena tandon|alok nath|gulshan grover|johnny lever|raza murad|,5.7,1994
Aag Ka Toofan,action,dharmendra|,5.1,1993
Vaade Iraade,drama|family|romance,ayush kumar|mamta kulkarni|suchitra krishnamoorthi|kulbhushan kharbanda|vijayendra ghatge|satyendra kapoor|rakesh bedi|anjan srivastav|yunus parvez|tiku talsania|javed khan|amrit patel|harpal singh pali|irrfan khan|,5.4,1994
Zakhmi Dil (1994 film),action|drama|romance,akshay kumar|ashwini bhave|ravi kishan|anjali kadam|anjali mudaliar|moon moon sen|brij gopal|mehmood|bindu|raza murad|sudhir dalvi|raj kamal|raju shrestha|sunil dhawan|,4.2,1994
Aadmi Khilona Hai,drama|romance,jeetendra|reena roy|govinda|meenakshi sheshadri|,5.1,1993
Aaina (1993 film),drama|romance,jackie shroff|juhi chawla|amrita singh|saeed jaffrey|maya alagh|dina pathak|rajesh khattar|,6.1,1993
Aaja Meri Jaan,romance,krishan kumar|tanya singh|shammi kapoor|prem chopra|deven verma|manohar singh|poonam dasgupta|pran|rakesh bedi|satish shah|girish malik|sunil lahri|virendra razdan|govind namdeo|,4.7,1993
Aankhen (1993 film),action|comedy|crime,govinda|chunky pandey|raj babbar|kader khan|sadashiv amrapurkar|ritu shivpuri|raageshwari|shilpa shirodkar|bindu|harish patel|shakti kapoor|mahavir shah|gulshan grover|radha seth|,6.7,1993
Aashik Awara,drama,saif ali khan|mamta kulkarni|mohnish bahl|,5.3,1993
Aadmi (1993 film),action|crime|drama,ajit|vikas anand|arjun|sulabha arya|rakesh bedi|divya bharti|birbal|mithun chakraborty|bob christo|sunil dhawan|gautami|gulshan grover|harish|shakti kapoor|,6.8,1993
Yuhi Kabhi,comedy|drama,tinnu anand|master bhagwan|kumar bhatia|anil dhawan|manisha kanojia|manisha koirala|ashok kumar|navin nischol|parikshat sahni|,6.1,1994
Anmol,drama|family|romance,maya alagh|sudha chopra|anil dhawan|sunil dhawan|deep dhillon|puneet issar|saeed jaffrey|rishi kapoor|shashi kiran|manisha koirala|johnny lever|maqsood|jaya mathur|sujata mehta|,5.7,1993
Aulad Ke Dushman,drama,vikas anand|harbans darshan m. arora|raj babbar|kishore anand bhanushali|bob christo|saeed jaffrey|ayesha jhulka|kanchan|shakti kapoor|kader khan|arman kohli|kiran kumar|johnny lever|jaya mathur|,4.2,1993
Aasoo Bane Angaarey,action,jeetendra|madhuri dixit|kiran kumar|bindu|prem chopra|aruna irani|anupam kher|suresh oberoi|johnny lever|guddi maruti|asha sharma|archana puran singh|rahul singh|reshma singh|,4.9,1993
Anari (1993 film),comedy|drama|romance,rakhee gulzar|venkatesh daggubati|karisma kapoor|suresh oberoi|gulshan grover|johnny lever|laxmikant berde|,4.6,1993
Vishnu Vijaya,action|thriller,akshay kumar|vishnuvardhan|ashwini bhave|mamta kulkarni|jay kalgutkar|sharat saxena|sadashiv amrapurkar|pankaj dheer|,5.3,1993
Bhaji on the Beach,comedy|drama,kim vithana|jimmi harkishin|sarita khajuria|akbar kurtha|mo sesay|lalita ahmed|shaheen khan|zohra sehgal|amer chadha-patel|nisha nayar|renu kochar|surendra kochar|souad faress|tanveer ghani|,6.3,1993
Bedardi,action|crime,ajay devgn|urmila matondkar|reena roy|naseeruddin shah|kiran kumar|deven verma|harish patel|ramesh bhatkar|sanjeeva|prashant damle|atul parchure|sonia mulay|ali khan|nilofar|,4.0,1993
Balmaa,romance,avinash wadhavan|ayesha jhulka|,5.6,1993
Baazigar,crime|drama|musical,shah rukh khan|kajol|dalip tahil|rakhee gulzar|shilpa shetty kundra|siddharth|johnny lever|ananth narayan mahadevan|daboo malik|dinesh hingoo|adi irani|resham tipnis|amrit patel|sumeet pathak|,7.7,1993
Chahoonga Main Tujhe,drama|romance,shafi inamdar|irfan kamal|neelu kapoor|kader khan|,6.5,1993
Damini,crime|drama,meenakshi sheshadri|rishi kapoor|sunny deol|amrish puri|kulbhushan kharbanda|rohini hattangadi|,7.8,1993
Dalaal,action|drama,mithun chakraborty|ayesha jhulka|ravi behl|indrani banerjee|tinnu anand|tarun ghosh|deb mukherjee|mangal dhillon|satyendra kapoor|rita bhaduri|suresh chatwal|vikas anand|c.s. dubey|shakti kapoor|,6.0,1993
Bhagyawan,drama,govinda|juhi chawla|pran|asha parekh|aruna irani|ranjeet|sripradha|johnny lever|disco shanti|gurbachan singh|pukhraj|k.k. raj|shashi kiran|manmauji|,4.7,1994
Bhookamp,action|drama|family,deven bhojani|rohini hattangadi|jeetendra|mohan joshi|mamta kulkarni|ananth narayan mahadevan|navin nischol|suresh oberoi|siddharth randeria|rahul roy|deepa sahi|mahavir shah|,5.5,1993
Dhanwan (1993 film),comedy|drama|romance,ajay devgn|manisha koirala|karisma kapoor|avinash wadhavan|aruna irani|dalip tahil|tinnu anand|shakti kapoor|kader khan|,3.3,1993
Dhartiputra,action|drama,mammootty|jaya prada|rishi kapoor|danny denzongpa|farha naaz|sujata mehta|nagma|raza murad|shehzad khan|shahbaaz khan|mac mohan|master sunny|shashi sharma|jay kalgutkar|,5.8,1993
Dil Hai Betaab,action|drama|romance,vivek mushran|ajay devgn|pratibha sinha|mohnish bahl|kader khan|anjana mumtaz|alok nath|,4.7,1993
Chor Aur Chaand,action|adventure|drama,aditya pancholi|pooja bhatt|aruna irani|alok nath|raghuvir yadav|anand balraj|avtar gill|shiva rindani|ishrat ali|kiran kumar|,7.2,1993
Dil Ki Baazi,action|drama,rakhee gulzar|avinash wadhavan|akshay kumar|ayesha jhulka|farheen|paresh rawal|laxmikant berde|anupam kher|navin nischol|anju mahendru|ajit vachani|ram singh|suresh chatwal|annu kapoor|,5.5,1993
Dil Tera Aashiq,comedy|drama|romance,madhuri dixit|salman khan|kader khan|asrani|tej sapru|raja duggal|anupam kher|anil kapoor|deepak tijori|mangal dhillon|arvind mehra|shakti kapoor|anjana mumtaz|yunus parvez|,5.1,1993
Divya Shakti,action|drama,ajay devgn|raveena tandon|satyendra kapoor|shafi inamdar|abhimanyyu abhimanyu|alok nath|natasha sinha|anjan srivastav|dinesh hingoo|deep dhillon|pankaj berry|amrish puri|manohar singh|shakti kapoor|,3.8,1993
Chandra Mukhi,comedy|fantasy|romance,maya alagh|tinnu anand|mohnish bahl|avtar gill|ramesh goyal|gulshan grover|puneet issar|razak khan|salman khan|kim|pran|shiva rindani|asha sachdev|kunickaa sadanand|,3.7,1993
Gardish,action|crime|drama,jackie shroff|amrish puri|dimple kapadia|farida jalal|mukesh rishi|shammi kapoor|asrani|suresh oberoi|raj babbar|,7.4,1993
Ek Hi Raasta (1993 film),action|thriller,ajay devgn|raveena tandon|saeed jaffrey|deven verma|kulbhushan kharbanda|raza murad|,3.5,1993
Darr,drama|romance|thriller,juhi chawla|sunny deol|shah rukh khan|anupam kher|tanvi azmi|raj hans|annu kapoor|neena softa|piloo j. wadia|vikas anand|,7.8,1993
Gumrah (1993 film),action|crime|drama,sanjay dutt|sridevi|anupam kher|rahul roy|soni razdan|reema lagoo|kunickaa sadanand|tom alter|bob christo|anang desai|laxmikant berde|uday chandra|sudesh issar|subhash kapoor|,6.3,1993
Gurudev (film),action|drama|romance,rishi kapoor|sridevi|anil kapoor|kader khan|kiran kumar|danny denzongpa|pran|asrani|shammi|satyendra kapoor|seema deo|mac mohan|tej sapru|mahavir shah|,4.8,1993
Hum Hain Rahi Pyar Ke,comedy|drama|family,aamir khan|juhi chawla|sharokh bharucha|kunal khemu|baby ashrafa|tiku talsania|mushtaq khan|k.d. chandran|javed khan|veeru krishnan|navneet nishan|zubaida|robin bhatt|ramesh goyal|,7.4,1993
In Custody (film),comedy|drama,shashi kapoor|shabana azmi|om puri|sushma seth|neena gupta|tinnu anand|prayag raj|parikshat sahni|sagar arya|alakh nandan|yusuf khurram|riju bajaj|maza bi|nayeem hafizka|,7.0,1994
Hasti,action,jackie shroff|naseeruddin shah|nagma|aruna irani|sadashiv amrapurkar|shafi inamdar|gulshan grover|,5.3,1993
Game (1993 film),action|crime|drama,naseeruddin shah|aditya pancholi|rahul roy|sangeeta bijlani|suresh oberoi|kulbhushan kharbanda|kiran kumar|mahesh anand|alok nath|mahavir shah|arjun sarja|pankaj berry|arun bakshi|abhijeet sandhu|,5.2,1993
Izzat Ki Roti,drama,urmila bhatt|birbal|juhi chawla|prem chopra|sunny deol|dan dhanoa|rishi kapoor|kulbhushan kharbanda|anupam kher|manmauji|guddi maruti|ram mohan|anjana mumtaz|farha naaz|,5.1,1993
Kayda Kanoon,action|crime|drama,akshay kumar|sudesh berry|ashwini bhave|anupam kher|kader khan|tinnu anand|paresh rawal|aruna irani|ajit vachani|jay kalgutkar|pankaj berry|arun bali|ananth narayan mahadevan|vijay shukla|,5.3,1993
Insaniyat Ke Devta,action|crime|drama,vikas anand|rakesh bedi|rita bhaduri|avtar gill|satyendra kapoor|shakti kapoor|vinod khanna|manisha koirala|raaj kumar|guddi maruti|raza murad|vivek mushran|harpal singh pali|yunus parvez|,5.2,1993
Khal-Naaikaa,crime|drama|thriller,jeetendra|jaya prada|anu agrawal|mehmood|varsha usgaonkar|puneet issar|sahebzadi kohli|master zain ansari|,3.8,1993
Khalnayak,action|adventure|crime,sanjay dutt|madhuri dixit|jackie shroff|rakhee gulzar|anupam kher|ramya krishnan|pramod moutho|sushmita mukherjee|a.k. hangal|neena gupta|mangal dhillon|ali asgar|sudhir dalvi|ahmad ansari|,7.2,1993
King Uncle,comedy|drama|family,jackie shroff|shah rukh khan|nagma|sushmita mukherjee|deb mukherjee|deven verma|yunus parvez|dinesh hingoo|dewan sarar|birbal|coca cola|anu agrawal|paresh rawal|dalip tahil|,5.1,1993
Kshatriya (film),action|drama|war,sunil dutt|dharmendra|vinod khanna|rakhee gulzar|sunny deol|sanjay dutt|meenakshi sheshadri|raveena tandon|divya bharti|vijayendra ghatge|kabir bedi|prem chopra|puneet issar|,5.9,1993
Gunaah (1993 film),action|thriller,sunny deol|dimple kapadia|sumeet saigal|anang desai|raza murad|akash khurana|,5.0,1993
Hum Hain Kamaal Ke,action|comedy|crime,sheeba|sujoy mukherjee|kader khan|anupam kher|aruna irani|raza murad|sadashiv amrapurkar|shivraj|seema deo|viju khote|yunus parvez|anjan srivastav|sameer khakhar|rakesh bedi|,5.6,1993
Geetanjali (1993 film),drama,jeetendra|rekha|vijay arora|amita nangia|asrani|ajit vachani|dalip tahil|,6.5,1993
Jeevan Ki Shatranj,action|comedy|crime,mithun chakraborty|avtar gill|aruna irani|goga kapoor|kader khan|kiran kumar|farha naaz|tej sapru|mahavir shah|shilpa shirodkar|shristhi|tiku talsania|,4.5,1993
Mahakaal,horror|music,karan shah|archana puran singh|johnny lever|mayur verma|reema lagoo|kulbhushan kharbanda|baby swetha|minaaz|sunil dhawan|asha patel|dinesh kaushik|mahabir bhullar|kunickaa sadanand|,4.3,1994
Maya Memsaab,drama|mystery|romance,deepa sahi|farooq shaikh|raj babbar|shah rukh khan|shreeram lagoo|sudha shivpuri|paresh rawal|raghuvir yadav|satyadev dubey|shri vallabh vyas|arvind vaidya|manish nagpal|rajesh vivek|idries malik|,5.3,1993
Muqabla (1993 film),action|crime|drama,govinda|karisma kapoor|farha naaz|aditya pancholi|aruna irani|asrani|paresh rawal|shakti kapoor|,4.4,1993
Pardesi (1993 film),action,mithun chakraborty|sumalatha|varsha usgaonkar|iqbal durrani|shakti kapoor|pankaj dheer|suresh oberoi|,5.2,1993
Patang (film),drama,shabana azmi|shafiq syed|om puri|rabi ghosh|mohan agashe|ashad sinha|shatrughan sinha|,6.9,1993
Pehchaan (1993 film),action|drama|thriller,sunil shetty|saif ali khan|shilpa shirodkar|madhoo|kiran kumar|raza murad|beena banerjee|avtar gill|paintal|mahavir shah|bhushan jeevan|brij gopal|deep dhillon|lalit tiwari|,4.4,1993
Pehla Nasha,mystery|romance|thriller,deepak tijori|pooja bhatt|raveena tandon|makrand deshpande|jayant kripalani|jahangir khan|amin hajee|karim hajee|jack|john|paresh rawal|jalal agha|shammi|avtar gill|,5.1,1993
Meri Aan,drama|family|romance,chandrashekhar|sanjay dutt|farheen|ayub khan|shahbaaz khan|mukesh khanna|shashi kiran|roopesh kumar|anjana mumtaz|anil nagrath|prithvi|sabeeha|kunickaa sadanand|asha sharma|,4.8,1993
Krishan Avtaar,action,mithun chakraborty|somy ali|hashmat khan|paresh rawal|payal|laxmikant berde|raza murad|shiva rindani|tinnu anand|ashok saxena|avtar gill|jay kalgutkar|guddi maruti|baby udita gaur|,6.1,1993
Lootere,action|romance|thriller,sunny deol|juhi chawla|,5.2,1993
Phool (1993 film),romance,kumar gaurav|madhuri dixit|sunil dutt|rajendra kumar|shakti kapoor|akash khurana|tiku talsania|,5.2,1993
Phool Aur Angaar,action|drama,arjun|asrani|mohnish bahl|bajrangi|arun bali|nimai bali|laxmikant berde|mithun chakraborty|prem chopra|bob christo|ajinkya deo|salim khan ding-dong|jack gaud|gulshan grover|,5.7,1993
Platform (1993 film),action|crime|drama,ajay devgn|tisca chopra|priya|prithvi|nandini singh|paresh rawal|kiran kumar|arun bakshi|anjana mumtaz|mohnish bahl|mushtaq khan|,3.6,1993
Professor Ki Padosan,comedy,sanjeev kumar|padmini kolhapure|shekhar suman|dalip tahil|deven verma|aruna irani|asha parekh|ananth narayan mahadevan|urmila bhatt|abhi bhattacharya|dinesh hingoo|ram mohan|manmauji|master ravi|,6.4,1994
Phir Teri Kahani Yaad Aayee,drama|romance,pooja bhatt|rahul roy|pooja bedi|avtar gill|javed khan|g.p. singh|bhushan patel|mahesh raj|tarun shukla|arun bakshi|amrit patel|devendra randhawa|sharad chauhan|gudia mohapatra|,6.1,1993
Papeeha,drama,milind gunaji|veeni paranjape joglekar|,7.9,1993
Police Wala,romance,chunky pandey|kiran kumar|,4.4,1993
Sainik,action|drama|romance,akshay kumar|ashwini bhave|farheen|alok nath|ranjeet|anupam kher|ronit roy|laxmikant berde|satish shah|harish patel|balbinder dhami|guddi maruti|ranjit raj|navneet nishan|,6.2,1993
Phoolan Hasina Ramkali,action,kirti singh|sudha chandran|tahir khan|vijay saxena|anupam kher|kiran kumar|raza murad|sadashiv amrapurkar|avtar gill|firoz irani|rajesh mathur|arun mathur|aparajita|sameena querashi|,5.1,1993
Sahibaan,drama|romance,rishi kapoor|sanjay dutt|madhuri dixit|sonu walia|bharat kapoor|kiran kumar|satyendra kapoor|javed khan|anjana mumtaz|beena banerjee|mangal dhillon|tinnu anand|sudhir pandey|manjeet kular|,5.5,1993
Rang (1993 film),drama|romance,jeetendra|amrita singh|kamal sadanah|ayesha jhulka|divya bharti|bindu|kader khan|rita bhaduri|bharat kapoor|raju shrestha|jimmy patnayak|chhote ustad|nilofar|baby ashrafa|,4.6,1993
Sangraam,drama|romance,ajay devgn|ayesha jhulka|karisma kapoor|amrish puri|danny denzongpa|reema lagoo|laxmikant berde|,3.1,1993
Roop Ki Rani Choron Ka Raja (1993 film),action|drama|musical,anil kapoor|sridevi|anupam kher|paresh rawal|jackie shroff|bindu|deepak qazir|gopi desai|seema deo|ajit vachani|dalip tahil|johnny lever|akash khurana|anjan srivastav|,4.9,1993
Rudaali,drama,rakhee gulzar|dimple kapadia|raj babbar|raghuvir yadav|sushmita mukherjee|manohar singh|rajesh kumar singh|mita vasisht|amjad khan|usha bannerjee|minaaz|pramod bala|ravi jhankal|yusuf khurram|,7.2,1993
Pyar Pyar,action|drama|romance,beena banerjee|kishore anand bhanushali|isha gupta|mushtaq khan|viju khote|kiran kumar|sulochana latkar|guddi maruti|sujoy mukherjee|yunus parvez|rajeshwari|paresh rawal|shiva rindani|rajeshwari sachdev|,4.3,1993
Shaktiman (1993 film),action|drama|romance,ajay devgn|karisma kapoor|mukesh khanna|kulbhushan kharbanda|parikshat sahni|ajit|gulshan grover|mahavir shah|tiku talsania|anjana mumtaz|beena banerjee|,2.4,1993
Shatranj (1993 film),comedy|drama|romance,jackie shroff|juhi chawla|mithun chakraborty|divya bharti|kader khan|jamuna|,6.5,1993
Shreemaan Aashique,comedy,rishi kapoor|urmila matondkar|bindu|tiku talsania|reema lagoo|ghanshyam rohera|dinesh hingoo|anupam kher|annu kapoor|,4.6,1993
Tadipaar,action|drama,mithun chakraborty|pooja bhatt|anupam kher|avtar gill|gulshan grover|sadashiv amrapurkar|tiku talsania|juhi chawla|,5.1,1993
Sardar (1993 film),biography|drama|history,paresh rawal|,7.9,1993
Pyaar Ka Tarana,drama|musical,manu gargi|anita ayoob|akshay anand|mink singh|,4.2,1993
Sir (film),crime|drama,naseeruddin shah|pooja bhatt|atul agnihotri|paresh rawal|avtar gill|soni razdan|sushmita mukherjee|gulshan grover|abha ranjan|suhas bhalekar|mushtaq khan|mahesh anand|makrand deshpande|anang desai|,6.3,1993
Veerta,action,sunny deol|jaya prada|shakti kapoor|,5.9,1993
Waqt Hamara Hai,action|comedy|crime,akshay kumar|sunil shetty|ayesha jhulka|mamta kulkarni|rami reddy|aruna irani|anupam kher|tiku talsania|mahesh anand|viju khote|arun bakshi|shubha khote|guddi maruti|sudhir dalvi|,5.9,1993
Zakhmi Rooh,horror,moon moon sen|javed jaffrey|raj kiran|mac mohan|shiva rindani|kamal kapoor|seema vaz|urmila bhatt|pushpa verma|jay kalgutkar|master himanshu sandhu|ekram kashmiri|nandi|chhote ustad|,5.5,1993
Deewana (1992 film),action|comedy|crime,rishi kapoor|divya bharti|shah rukh khan|alok nath|deven verma|dalip tahil|sushma seth|asha sachdev|brahmachari|amrish puri|saleem|tilak|vinod|mahendra|,6.8,1992
Khuda Gawah,action|adventure|drama,amitabh bachchan|sridevi|nagarjuna akkineni|shilpa shirodkar|kiran kumar|danny denzongpa|anjana mumtaz|beena banerjee|vikram gokhale|bharat kapoor|shammi|surendra pal|ali khan|mini tabassum|,6.6,1992
Santaan,drama|family,jeetendra|moushumi chatterjee|deepak tijori|neelam kothari|johnny lever|prem chopra|laxmikant berde|suresh oberoi|asrani|satyendra kapoor|navin nischol|,6.1,1993
Yugandhar (1993 film),action|crime|drama,mithun chakraborty|kabir bedi|,7.0,1993
Vishwatma,action|drama|thriller,naseeruddin shah|sunny deol|chunky pandey|sonam|divya bharti|jyotsna singh|raza murad|gulshan grover|amrish puri|dalip tahil|sharat saxena|tej sapru|mahesh anand|dan dhanoa|,6.5,1992
Vansh,action|crime|drama,sudesh berry|anupam kher|ekta sohini|amrish puri|,6.1,1992
Tahqiqaat,crime|mystery,mahesh anand|sulabha arya|laxmikant berde|sangeeta bijlani|bob christo|danny denzongpa|farheen|jeetendra|satyendra kapoor|sameer khakhar|guddi maruti|mehmood|aditya pancholi|ronit roy|,5.9,1993
Zakhmo Ka Hisaab,action|crime|drama,govinda|farha naaz|kiran kumar|kader khan|aruna irani|seema deo|alok nath|vikram gokhale|rakesh bedi|dinesh hingoo|mahavir shah|vaishali dandekar|k.k. raj|naghma khan|,5.8,1993
Dil Ka Kya Kasoor,musical|romance,prithvi|divya bharti|sanam|laxmikant berde|satyendra kapoor|suresh oberoi|shehnaz kudia|kishore anand bhanushali|shashi kiran|subbiraj|shashi kumar|chhote ustad|jaswant patel|billoo|,5.8,1992
Raat (film),horror,revathy|rohini hattangadi|om puri|akash khurana|anant nag|chinna|jaya mathur|master atit|tej sapru|c.v.l. narasimha rao|nirmalamma|sunanda|vijayachander|monto|,7.1,1992
Mere Sajana Saath Nibhana,drama|musical,mithun chakraborty|juhi chawla|shanti priya|prem chopra|kulbhushan kharbanda|tinnu anand|nirupa roy|shiva rindani|aparajita|nafisa sharma|baby reshma|jugnu|aruna irani|,6.4,1992
Meera Ka Mohan,romance,avinash wadhavan|ashwini bhave|pran|deepak saraf|ashok saraf|rakesh bedi|raj hans|brando bakshi|kunickaa sadanand|vikas anand|ghanshyam rohera|leena kamat|sunanda|a.k. hangal|,6.6,1992
Panaah (film),action,naseeruddin shah|praveen kumar|pallavi joshi|siddharth|jeet upendra|kiran kumar|pran|,6.6,1992
Suryavanshi (film),fantasy|horror,salman khan|amrita singh|sheeba|saeed jaffrey|ajit vachani|sushma seth|puneet issar|abhinav chaturvedi|kader khan|shakti kapoor|tom alter|usman khan|parvez khan|swami|,4.5,1992
Virodhi (1992 film),drama,arman kohli|harsha mehra|dharmendra|sunil dutt|anita raj|,4.5,1992
Jaan Tere Naam,drama|romance,farheen|ronit roy|,6.1,1992
Current (1992 film),drama,om puri|deepti naval|shreeram lagoo|anjan srivastav|savita prabhune|suresh bhagwat|deepak qazir|,7.2,1992
I Love You (1992 film),drama|romance,sabah|shobha|amrish puri|,4.4,1992
Insaaf Ki Devi,action,jeetendra|rekha|niraj|upasna singh|shakti kapoor|kader khan|sudha chandran|yograj singh|,3.2,1992
Sarphira,action,sanjay dutt|madhavi|kimi katkar|sumeet saigal|kiran juneja|shreeram lagoo|ashok saraf|harish patel|vinod mehra|sushma seth|anjan srivastav|guddi maruti|mahendra verma|shashi kiran|,5.0,1992
